X,Y,ObjectId,stop_id,stop_name,latitude,longitude,zone_id,location_type,parent_station,wheelchair_boarding,GlobalID
16.9125080000001,49.3303240000001,122,U17443Z1,"Vyškov, Rychtářov, točna",49.330324,16.912508,740,0,U17443N239,2,{132ECC72-BD33-4A56-A645-4F00B5E1B520}
16.9125080000001,49.3303240000001,123,U17443Z2,"Vyškov, Rychtářov, točna",49.330324,16.912508,740,0,U17443N239,2,{3F825BB3-6815-4FEF-A5A5-625EB5141BCB}
16.919003,49.3271970000001,124,U17441Z2,"Vyškov, Rychtářov",49.327197,16.919003,740,0,U17441N238,2,{82EF6E9F-7C60-4E7D-BDFB-B0BE9AC8E628}
16.93506,49.3204830000001,125,U17439Z2,"Vyškov, Pařezovice, rozcestí",49.320483,16.93506,740,0,U17439N237,2,{2F471697-BBB5-4CA8-8531-66CCCA08A550}
16.948407,49.311497,126,U17432Z2,"Vyškov, Lhota",49.311497,16.948407,740,0,U17432N236,2,{41B64DC2-0EA3-4C50-92B8-4DCFC0084C2A}
16.956648,49.3095470000001,127,U17433Z2,"Vyškov, Lhota, u školy",49.309547,16.956648,740,0,U17433N235,2,{95C5513E-0CC0-4DE7-9672-14BCAF8388D7}
16.969123,49.3053150000001,128,U17430Z2,"Vyškov, Hamiltony",49.305315,16.969123,740,0,U17430N234,2,{B027F3E7-CEA8-4C71-9A6A-5C2313DB6DDB}
16.9732450000001,49.2980630000001,129,U17425Z2,"Vyškov, Dědice, rozc. Opatovice",49.298063,16.973245,740,0,U17425N233,2,{0692A433-AB79-4500-A7BC-02AD7E8840D4}
16.9791700000001,49.2936270000001,130,U17424Z2,"Vyškov, Dědice, nám. Svobody",49.293627,16.97917,740,0,U17424N231,2,{1A5C424F-7616-4DD4-9CEE-BF33B84B967C}
16.9818070000001,49.2889970000001,131,U17426Z2,"Vyškov, Dědice, u hřbitova",49.288997,16.981807,740,0,U17426N230,2,{FA6CE578-F98A-4DE4-8CE6-4968F8598E93}
16.9869580000001,49.2852370000001,132,U17431Z2,"Vyškov, hotel Dukla",49.285237,16.986958,740,0,U17431N229,2,{892C3B64-8FD1-449A-90B1-DB78531D2FED}
16.99069,49.283392,133,U17440Z2,"Vyškov, Rostex",49.283392,16.99069,740,0,U17440N228,2,{11FC01CD-9C04-4CEC-8C35-B5B0D58DDE01}
16.994993,49.2804870000001,134,U17427Z2,"Vyškov, Dělnický dům",49.280487,16.994993,740,0,U17427N227,2,{64E52A58-C694-4BC2-A74F-BE210D765AD1}
16.9922070000001,49.2781120000001,135,U17446Z2,"Vyškov, železniční stanice",49.278112,16.992207,740,0,U17446N226,2,{D62CE2B1-131C-4C79-B06E-B723505A9227}
16.910468,49.3317230000001,136,U17442Z1,"Vyškov, Rychtářov, Rohlina",49.331723,16.910468,740,0,U17442N240,2,{B1E009C9-9E9F-40BA-A005-1757A1FCF9CA}
16.887012,49.3590830000001,137,U17447Z1,"Studnice, Doubrava",49.359083,16.887012,745,0,U17447N241,2,{14BF3B22-8F92-4C9A-A10A-7D057F9FAD6F}
16.879715,49.375665,138,U12412Z1,Studnice,49.375665,16.879715,240,0,U12412N242,2,{C5FB0928-D870-4BB3-942C-96FD04578221}
16.8821330000001,49.394393,139,U12413Z1,"Studnice, Odrůvky",49.394393,16.882133,240,0,U12413N243,2,{DEEE400F-5577-4992-A912-C34973C54CC0}
16.9019030000001,49.4089050000001,140,U12405Z1,Nové Sady,49.408905,16.901903,240,0,U12405N244,2,{30991039-5EE3-4DF9-B243-FBE14FA4C8D3}
16.9019030000001,49.4089050000001,141,U12405Z2,Nové Sady,49.408905,16.901903,240,0,U12405N244,2,{91935F7D-ECA4-4192-90EC-58EB03467EAB}
16.8820650000001,49.3943800000001,142,U12413Z2,"Studnice, Odrůvky",49.39438,16.882065,240,0,U12413N243,2,{693158B2-AE8A-4566-BD02-EB0FAF94F2FE}
